# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 10.429611845998059,4.755182309489774,5.128243478881986,19.459003062891995,1.8,0.0,0.041533670281573135,0.0,4.283316243218727,0.0
 10.43939998141355,4.771790278768762,5.134124972224923,19.50092874230799,1.8,0.0,0.04111204074274311,0.0,4.2398576954592615,0.0
 10.449188698411762,4.788394969917058,5.140018844347387,19.54243150940153,1.8,0.0,0.040692387848342185,0.0,4.196602546746539,0.0
 10.45897788795595,4.804996232243961,5.145924905692579,19.583512847173257,1.8,0.0,0.04027467098009194,0.0,4.153546608663481,0.0
 10.46876744085549,4.82159391505877,5.151842966703692,19.624174211419476,1.8,0.0,0.03985884973155617,0.0,4.1106857197232,0.0
 10.478557247767801,4.838187867670783,5.157772837823925,19.66441703089276,1.8,0.0,0.0394448839127736,0.0,4.068015732116162,0.0
 10.488347199200243,4.8547779393893,5.163714329496478,19.704242707336583,1.8,0.0,0.03903273355540511,0.0,4.025532521175531,0.0
 10.498137185511997,4.87136397952362,5.169667252164546,19.743652615616416,1.8,0.0,0.03862235865573978,0.0,3.983231979932422,0.0
 10.507927096915944,4.887945837383043,5.175631416271327,19.78264810380132,1.8,0.0,0.03821371969777054,0.0,3.9411100192110577,0.0
 10.517716823480507,4.9045233622768665,5.181606632260018,19.821230493250262,1.8,0.0,0.0378067768687839,0.0,3.8991625670275374,0.0
 10.52750625513149,4.92109640351439,5.187592710573817,19.859401078696244,1.8,0.0,0.03740149125824224,0.0,3.8573855680386164,0.0
 10.537295281653897,4.937664810404914,5.193589461655922,19.897161128328925,1.8,0.0,0.03699782339363128,0.0,3.8157749821564084,0.0
 10.547083792693734,4.954228432257736,5.199596695949529,19.934511883867298,1.8,0.0,0.03659573431309452,0.0,3.7743267854539644,0.0
 10.556871677759803,4.970787118382154,5.205614223897836,19.971454560645103,1.8,0.0,0.036195185308620675,0.0,3.7330369665806646,0.0
 10.566658826225469,4.987340718087471,5.211641855944041,20.007990347664848,1.8,0.0,0.03579613708450349,0.0,3.691901529767157,0.0
 10.57644512733042,5.003889080682983,5.217679402531342,20.044120407684982,1.8,0.0,0.03539855144029142,0.0,3.6509164902344255,0.0
 10.586230470182416,5.020432055477989,5.223726674102935,20.07984587726593,1.8,0.0,0.03500238973339715,0.0,3.6100778763991,0.0
 10.596014743759014,5.036969491781789,5.229783481102018,20.115167866841446,1.8,0.0,0.03460761343597396,0.0,3.569381728694941,0.0
 10.60579783690929,5.053501238903682,5.235849633971789,20.150087460782153,1.8,0.0,0.03421418443465804,0.0,3.528824096400844,0.0
 10.615579638355527,5.070027146152968,5.2419249431554436,20.184605717431847,1.8,0.0,0.03382206444988699,0.0,3.488401041091196,0.0
 10.625360036694929,5.086547062838945,5.248009219096182,20.218723669181305,1.8,0.0,0.03343121532629612,0.0,3.4481086312101215,0.0
 10.635138920401273,5.103060838270912,5.2541022722372,20.252442322492747,1.8,0.0,0.033041598882595904,0.0,3.4079429447838945,0.0
 10.644916177826584,5.119568321758169,5.260203913021695,20.285762657954677,1.8,0.0,0.03265317721842789,0.0,3.36790006898126,0.0
 10.654691697202788,5.136069362610013,5.266313951892865,20.318685630336116,1.8,0.0,0.03226591272875464,0.0,3.3279760950908766,0.0
 10.66446536664334,5.152563810135747,5.272432199293907,20.351212168595595,1.8,0.0,0.03187976747976278,0.0,3.2881671243959283,0.0
 10.674237074144859,5.169051513644666,5.27855846566802,20.383343175951303,1.8,0.0,0.031494703346840965,0.0,3.248469258581832,0.0
 10.68400670758874,5.18553232244607,5.2846925614583995,20.415079529861362,1.8,0.0,0.031110682820107143,0.0,3.208878609487221,0.0
 10.693774154742751,5.20200608584926,5.290834297108243,20.44642208210317,1.8,0.0,0.030727668211192626,0.0,3.16939129036343,0.0
 10.703539303262637,5.218472653163534,5.296983483060749,20.4773716587712,1.8,0.0,0.03034562197613751,0.0,3.130003418046867,0.0
 10.713302040693687,5.234931873698191,5.303139929759115,20.507929060299883,1.8,0.0,0.029964506210945218,0.0,3.090711110228634,0.0
 10.72306225447231,5.251383596762531,5.309303447646537,20.53809506146368,1.8,0.0,0.029584283836964344,0.0,3.0515104916892835,0.0
 10.732819831927593,5.2678276716658505,5.315473847166214,20.56787041144194,1.8,0.0,0.02920491655081336,0.0,3.0123976799333376,0.0
 10.742574660282845,5.284263947717451,5.321650938761342,20.59725583374745,1.8,0.0,0.028826367228571806,0.0,2.9733688020898867,0.0
 10.752326626657144,5.300692274226631,5.327834532875121,20.626252026323826,1.8,0.0,0.028448598204080747,0.0,2.9344199761420025,0.0
 10.762075618066863,5.317112500502691,5.334024439950746,20.654859661463735,1.8,0.0,0.028071571412392464,0.0,2.8955473248041916,0.0
 10.771821521427176,5.333524475854927,5.340220470431415,20.683079385866495,1.8,0.0,0.02769524984628373,0.0,2.856746966779157,0.0
 10.781564223553588,5.349928049592639,5.346422434760328,20.710911820614353,1.8,0.0,0.027319595749787783,0.0,2.8180150139202356,0.0
 10.791303611163416,5.3663230710251275,5.352630143380677,20.738357561125238,1.8,0.0,0.02694457094499173,0.0,2.7793475840955373,0.0
 10.801039570877295,5.3827093894616915,5.358843406735664,20.76541717723486,1.8,0.0,0.02657013816009047,0.0,2.7407407786555487,0.0
 10.81077198922065,5.399086854211629,5.365062035268484,20.792091213063426,1.8,0.0,0.026196259522778348,0.0,2.7021907040304427,0.0
 10.820500752625176,5.41545531458424,5.371285839422338,20.81838018709685,1.8,0.0,0.02582289691519724,0.0,2.6636934514793285,0.0
 10.830225747430301,5.431814619888822,5.377514629640419,20.84428459207493,1.8,0.0,0.025450012566565993,0.0,2.6252451145017583,0.0
 10.839946859884643,5.448164619434677,5.383748216365927,20.869804895053214,1.8,0.0,0.025077568876579432,0.0,2.586841770909505,0.0
 10.849663976147461,5.464505162531102,5.389986410042059,20.89494153729466,1.8,0.0,0.024705527171316733,0.0,2.548479493191914,0.0
 10.859376982290101,5.480836098487396,5.396229021112012,20.91969493426642,1.8,0.0,0.024333849539236098,0.0,2.510154346247363,0.0
 10.86908576429742,5.4971572766128585,5.402475860018984,20.94406547561886,1.8,0.0,0.023962497813041023,0.0,2.471862379816158,0.0
